Series_reference,Period,Data_value,STATUS,UNITS,MAGNTUDE,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
HLFQ.S8CSEHQJ1,2019.06,3.5,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Aged 15-19 years,
HLFQ.S8CSEHQJ1,2019.09,3.2,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Aged 15-19 years,
HLFQ.S8CSEHQJ1,2019.12,3.3,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Aged 15-19 years,
HLFQ.S8CSEHQJ1,2020.03,3.7,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Aged 15-19 years,
HLFQ.S8CSEHQJ1,2020.06,3.1,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Aged 15-19 years,
HLFQ.S8CSEHQJ1,2020.09,2.8,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Aged 15-19 years,
HLFQ.S8CSEHQJ1,2020.12,2.8,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Aged 15-19 years,
HLFQ.S8CSEHQJ1,2021.03,3.1,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Aged 15-19 years,
HLFQ.S8CSEHQJ1,2021.06,2.4,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Aged 15-19 years,
HLFQ.S8CSEHQJ1,2021.09,2.8,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Aged 15-19 years,
HLFQ.S8CSEHQJ1,2021.12,2.5,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Aged 15-19 years,
HLFQ.S8CSEHQJ1,2022.03,2.3,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Aged 15-19 years,
HLFQ.S8CSEHQJ1,2022.06,2.8,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Aged 15-19 years,
HLFQ.S8CSEHQJ2,2004.03,2.4,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Aged 20-24 years,
HLFQ.S8CSEHQJ2,2004.06,2.5,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Aged 20-24 years,
HLFQ.S8CSEHQJ2,2004.09,2.2,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Aged 20-24 years,
HLFQ.S8CSEHQJ2,2004.12,2.4,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Aged 20-24 years,
HLFQ.S8CSEHQJ2,2005.03,2.3,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Aged 20-24 years,
HLFQ.S8CSEHQJ2,2005.06,2.1,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Aged 20-24 years,
HLFQ.S8CSEHQJ2,2005.09,2,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Aged 20-24 years,
HLFQ.S8CSEHQJ2,2005.12,2,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Aged 20-24 years,
HLFQ.S8CSEHQJ2,2006.03,1.8,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Aged 20-24 years,
HLFQ.S8CSEHQJ2,2006.06,1.8,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Aged 20-24 years,
HLFQ.S8CSEHQJ2,2006.09,1.8,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Aged 20-24 years,
HLFQ.S8CSEHQJ2,2006.12,1.9,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Aged 20-24 years,
HLFQ.S8CSEHQJ2,2007.03,2,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Aged 20-24 years,
HLFQ.S8CSEHQJ2,2007.06,1.7,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Aged 20-24 years,
HLFQ.S8CSEHQJ2,2007.09,1.6,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Aged 20-24 years,
HLFQ.S8CSEHQJ2,2007.12,1.7,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Aged 20-24 years,
HLFQ.S8CSEHQJ2,2008.03,2.2,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Aged 20-24 years,
HLFQ.S8CSEHQJ2,2008.06,1.7,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Aged 20-24 years,
HLFQ.S8CSEHQJ2,2008.09,1.9,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Aged 20-24 years,
HLFQ.S8CSEHQJ2,2008.12,2,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Aged 20-24 years,
HLFQ.S8CSEHQJ2,2009.03,1.9,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Aged 20-24 years,
HLFQ.S8CSEHQJ2,2009.06,1.9,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Aged 20-24 years,
HLFQ.S8CSEHQJ2,2009.09,1.7,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Aged 20-24 years,
HLFQ.S8CSEHQJ2,2009.12,2,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Aged 20-24 years,
HLFQ.S8CSEHQJ2,2010.03,1.9,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Aged 20-24 years,
HLFQ.S8CSEHQJ2,2010.06,1.8,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Aged 20-24 years,
HLFQ.S8CSEHQJ2,2010.09,2,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Aged 20-24 years,
HLFQ.S8CSEHQJ2,2010.12,2.4,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Aged 20-24 years,
HLFQ.S8CSEHQJ2,2011.03,2,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Aged 20-24 years,
HLFQ.S8CSEHQJ2,2011.06,2.1,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Aged 20-24 years,
HLFQ.S8CSEHQJ2,2011.09,1.9,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Aged 20-24 years,
HLFQ.S8CSEHQJ2,2011.12,2.5,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Aged 20-24 years,
HLFQ.S8CSEHQJ2,2012.03,2.4,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Aged 20-24 years,
HLFQ.S8CSEHQJ2,2012.06,2.5,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Aged 20-24 years,
HLFQ.S8CSEHQJ2,2012.09,2.2,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Aged 20-24 years,
HLFQ.S8CSEHQJ2,2012.12,2.3,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Aged 20-24 years,
HLFQ.S8CSEHQJ2,2013.03,1.9,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Aged 20-24 years,
HLFQ.S8CSEHQJ2,2013.06,1.7,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Aged 20-24 years,
HLFQ.S8CSEHQJ2,2013.09,1.8,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Aged 20-24 years,
HLFQ.S8CSEHQJ2,2013.12,1.9,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Aged 20-24 years,
HLFQ.S8CSEHQJ2,2014.03,2.1,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Aged 20-24 years,
HLFQ.S8CSEHQJ2,2014.06,2.1,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Aged 20-24 years,
HLFQ.S8CSEHQJ2,2014.09,2.1,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Aged 20-24 years,
HLFQ.S8CSEHQJ2,2014.12,2.3,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Aged 20-24 years,
HLFQ.S8CSEHQJ2,2015.03,2.5,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Aged 20-24 years,
HLFQ.S8CSEHQJ2,2015.06,2.3,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Aged 20-24 years,
HLFQ.S8CSEHQJ2,2015.09,3,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Aged 20-24 years,
HLFQ.S8CSEHQJ2,2015.12,2.4,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Aged 20-24 years,
HLFQ.S8CSEHQJ2,2016.03,3,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Aged 20-24 years,
HLFQ.S8CSEHQJ2,2016.06,3,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Aged 20-24 years,
HLFQ.S8CSEHQJ2,2016.09,3.1,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Aged 20-24 years,
HLFQ.S8CSEHQJ2,2016.12,2.9,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Aged 20-24 years,
HLFQ.S8CSEHQJ2,2017.03,3.2,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Aged 20-24 years,
HLFQ.S8CSEHQJ2,2017.06,3.9,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Aged 20-24 years,
HLFQ.S8CSEHQJ2,2017.09,2.6,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Aged 20-24 years,
HLFQ.S8CSEHQJ2,2017.12,2.7,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Aged 20-24 years,
HLFQ.S8CSEHQJ2,2018.03,3.3,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Aged 20-24 years,
HLFQ.S8CSEHQJ2,2018.06,3.3,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Aged 20-24 years,
HLFQ.S8CSEHQJ2,2018.09,4.3,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Aged 20-24 years,
HLFQ.S8CSEHQJ2,2018.12,3.5,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Aged 20-24 years,
HLFQ.S8CSEHQJ2,2019.03,2.9,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Aged 20-24 years,
HLFQ.S8CSEHQJ2,2019.06,2.5,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Aged 20-24 years,
HLFQ.S8CSEHQJ2,2019.09,2.5,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Aged 20-24 years,
HLFQ.S8CSEHQJ2,2019.12,2.8,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Aged 20-24 years,
HLFQ.S8CSEHQJ2,2020.03,2.7,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Aged 20-24 years,
HLFQ.S8CSEHQJ2,2020.06,2.6,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Aged 20-24 years,
HLFQ.S8CSEHQJ2,2020.09,2.7,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Aged 20-24 years,
HLFQ.S8CSEHQJ2,2020.12,3.3,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Aged 20-24 years,
HLFQ.S8CSEHQJ2,2021.03,3.4,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Aged 20-24 years,
HLFQ.S8CSEHQJ2,2021.06,3.1,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Aged 20-24 years,
HLFQ.S8CSEHQJ2,2021.09,3.1,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Aged 20-24 years,
HLFQ.S8CSEHQJ2,2021.12,3.3,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Aged 20-24 years,
HLFQ.S8CSEHQJ2,2022.03,3,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Aged 20-24 years,
HLFQ.S8CSEHQJ2,2022.06,2.8,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Aged 20-24 years,
HLFQ.S8CSEHQJ9,2004.03,3.7,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Total aged 15-24 years,
HLFQ.S8CSEHQJ9,2004.06,3,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Total aged 15-24 years,
HLFQ.S8CSEHQJ9,2004.09,2.6,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Total aged 15-24 years,
HLFQ.S8CSEHQJ9,2004.12,2.9,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Total aged 15-24 years,
HLFQ.S8CSEHQJ9,2005.03,2.6,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Total aged 15-24 years,
HLFQ.S8CSEHQJ9,2005.06,2.4,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Total aged 15-24 years,
HLFQ.S8CSEHQJ9,2005.09,2.5,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Total aged 15-24 years,
HLFQ.S8CSEHQJ9,2005.12,2.9,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Total aged 15-24 years,
HLFQ.S8CSEHQJ9,2006.03,2.4,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Total aged 15-24 years,
HLFQ.S8CSEHQJ9,2006.06,3,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Total aged 15-24 years,
HLFQ.S8CSEHQJ9,2006.09,2.6,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Total aged 15-24 years,
HLFQ.S8CSEHQJ9,2006.12,2.7,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Total aged 15-24 years,
HLFQ.S8CSEHQJ9,2007.03,3,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Total aged 15-24 years,
HLFQ.S8CSEHQJ9,2007.06,2.7,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Total aged 15-24 years,
HLFQ.S8CSEHQJ9,2007.09,2.6,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Total aged 15-24 years,
HLFQ.S8CSEHQJ9,2007.12,2.8,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Total aged 15-24 years,
HLFQ.S8CSEHQJ9,2008.03,2.8,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Total aged 15-24 years,
HLFQ.S8CSEHQJ9,2008.06,2.3,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Total aged 15-24 years,
HLFQ.S8CSEHQJ9,2008.09,2.7,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Total aged 15-24 years,
HLFQ.S8CSEHQJ9,2008.12,3.1,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Total aged 15-24 years,
HLFQ.S8CSEHQJ9,2009.03,2.5,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Total aged 15-24 years,
HLFQ.S8CSEHQJ9,2009.06,2.6,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Total aged 15-24 years,
HLFQ.S8CSEHQJ9,2009.09,2.4,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Total aged 15-24 years,
HLFQ.S8CSEHQJ9,2009.12,3,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Total aged 15-24 years,
HLFQ.S8CSEHQJ9,2010.03,2.9,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Total aged 15-24 years,
HLFQ.S8CSEHQJ9,2010.06,2.6,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Total aged 15-24 years,
HLFQ.S8CSEHQJ9,2010.09,2.5,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Total aged 15-24 years,
HLFQ.S8CSEHQJ9,2010.12,2.8,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Total aged 15-24 years,
HLFQ.S8CSEHQJ9,2011.03,2.9,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Total aged 15-24 years,
HLFQ.S8CSEHQJ9,2011.06,3.1,FINAL,Number,3,Household Labour Force Survey - HLF,Youth NEET by Regional Council by Age - Sampling Errors,Sampling errors,Working age population,Tasman / Nelson / Marlborough / West Coast,Total aged 15-24 years,
